Country,Year, Population (People), GDP-PPP (Million Intl$ (2005)), GDP-USD (Million US$ (2005)), Energy Use (Thous. tonnes oil eq. (ktoe))
Canada,2005,32312000,1273907.732,1133759.985,272206.37
Cape Verde,2005,478651,2072.405291,1090.445839,99
Central African Republic,2005,3960897,2760.049729,1350.300947,
Chad,2005,10014413,18054.24376,6646.663021,
Chile,2005,16337749,277845.5794,124404.1501,28351.93
China,2005,1303720000,7260888.034,2256902.591,1775677.25
Colombia,2005,43184026,401889.2288,146520.1361,27084.529
Comoros,2005,600733,953.6793355,387.0361317,37
Congo,2005,3542867,17635.39273,6087.002682,1082.89
"Congo, Dem. Republic",2005,54028003,19719.06903,7191.141825,19970.772
Cook Islands,2005,21388,183.2,,
Costa Rica,2005,4320130,45724.3009,19964.89381,3864.771
Cote d'Ivoire,2005,17393994,46926.79536,16363.43715,9634.165
Croatia,2005,4442000,84888.61126,44821.40883,8905.269
Cuba,2005,11292078,158735.462,42644.2,10758.079
Cyprus,2005,1032586,23422.24942,16997.80139,2219.333
Czech Republic,2005,10211216,244238.8439,130052.4207,44940.856
Denmark,2005,5419432,231322.7227,257675.5362,18887.53
Djibouti,2005,776585,,708.6331947,139
Dominica,2005,70542,554.4719838,361.6159178,41
Dominican Republic,2005,9343362,74041.71494,33969.72487,6840.493
Ecuador,2005,13777131,115163.0574,41507.085,11048.084
Egypt,2005,71777678,614443.9066,89685.72489,62741.136
El Salvador,2005,6072538,41940.13589,17093.8,4508.548
Equatorial Guinea,2005,603648,21690.64194,8217.368425,1249
Eritrea,2005,4854066,6464.995852,1098.4259,762.89
Estonia,2005,1351231,28260.52934,13902.44913,5164.321
Ethiopia,2005,76167240,55164.4826,12173.91939,28934.671
Fiji,2005,822484,6285.887081,3006.725015,578
Finland,2005,5246096,194182.9485,195777.9933,34263.241
France,2005,63176246,2250987.836,2136555.738,270659.948
Gabon,2005,1379465,23245.35598,8665.736618,1717.677
Gambia,2005,1436549,2214.30674,624.1739963,108
Georgia,2005,4361400,20617.43423,6411.147323,2840.532
Germany,2005,82469422,3037422.128,2766253.793,335184.844
Ghana,2005,21384034,53907.20385,10731.88314,8228.516
Greece,2005,11103965,322668.9842,240075.6904,30247.521
Grenada,2005,102951,1274.163888,700.4317913,79
Guatemala,2005,12678919,82098.75782,27211.23037,7854.987
Guinea,2005,9576331,11588.77528,2937.072009,
Guinea-Bissau,2005,1421515,1676.965387,572.8535535,87
Guyana,2005,760834,3910.978203,824.8805503,495
Haiti,2005,9260879,14228.80192,4154.289832,2584.559
Honduras,2005,6898825,27260.90249,9672.095584,3996.791
Hungary,2005,10087065,222104.9562,110321.7116,27582.994
Iceland,2005,296734,11802.04753,16286.32313,3480.473
India,2005,1127143548,3750771.671,834215.0136,539388.096
Indonesia,2005,224480901,1462019.447,285868.61,179460.748
Iran,2005,70152384,925191.8328,192014.9403,172442.469
Iraq,2005,27377045,293546.523,49954.89035,26866.409
Ireland,2005,4159914,191692.3598,202577.7416,14330.198
Israel,2005,6930100,177516.9721,133959.0018,18477.697
Italy,2005,58607043,2072905.533,1786275.014,183872.871
Jamaica,2005,2643601,,11075.77848,3717.465
Japan,2005,127773000,4332283.742,4571875.737,520540.566
Jordan,2005,5411000,50269.4937,12582.8769,6676.904
Kazakhstan,2005,15147029,236584.524,57123.67173,50804.971
Kenya,2005,35785718,66457.58939,18737.8954,16151.068
Kiribati,2005,90468,162.1088745,106.1473845,8
Korea (North),2005,23813333,40000,,21331.101
Korea (South),2005,48138077,1155684.187,844863.0043,210176.459
Kuwait,2005,2296314,228809.6344,80797.94521,26398.761
Kyrgyzstan,2005,5162600,12236.21921,2459.876152,2496.988
Laos,2005,5790646,16969.08397,2735.550177,
Latvia,2005,2238799,40418.81326,16041.84043,4528.115
Lebanon,2005,3986865,50980.69822,21860.69652,5023.246
Lesotho,2005,1925844,3489.724068,1368.405301,33
Liberia,2005,3269786,1538.185452,542,
Libya,2005,5594450,37480,44000,17670.344
Lithuania,2005,3322528,60779.89082,25962.25418,8847.55
Luxembourg,2005,465158,41802.70789,37643.01348,4381.946
"Macedonia, FYR",2005,2090044,20149.26331,5985.80906,2842.333
Madagascar,2005,18290394,25387.97561,5038.577519,
Malawi,2005,12924746,9257.359132,2754.995877,
Malaysia,2005,25843466,463145.5429,143533.1521,63506.554
Maldives,2005,297576,2251.245604,992.4739873,225
Mali,2005,11941258,17753.44793,5305.317555,
Malta,2005,403834,10415.13549,5980.795756,881.417
Mauritania,2005,3146164,7685.127713,2184.444849,
Mauritius,2005,1243253,15663.87517,6283.796155,1077
Mexico,2005,110731826,1643995.488,870215.0852,170262.743
Moldova,2005,3595187,11931.71713,2988.172424,3500.388
Mongolia,2005,2526502,12834.16934,2523.359941,2624.67
Montenegro,2005,615820,6837.317795,2257.181943,986.5
Morocco,2005,30125445,162692.445,59523.85787,13326.687
Mozambique,2005,21010376,15305.32316,6578.515331,8489.399
Myanmar,2005,50181020,74300,,14816.755
Namibia,2005,2027026,15170.6427,7261.301442,1293.584
Nauru,2005,13048,60,,
Nepal,2005,25292058,43439.64478,8130.258976,9131.62
Netherlands,2005,16319868,666952.7435,638470.6263,78823.911
New Zealand,2005,4133900,129444.1242,113834.4206,16846.011
Nicaragua,2005,5455219,19925.19882,6322.582497,2835.627
Niger,2005,13183798,10394.70162,3405.134555,
Nigeria,2005,139585891,580310.5229,112248.3246,106509.458
Niue,2005,2166,7.6,,
Norway,2005,4623291,291277.501,304060.0698,26770.97
Oman,2005,2522325,103212.8371,30905.07177,10771.988
Pakistan,2005,157971415,617764.4522,109502.1025,76227.354
Palau,2005,19907,320.3602888,206.3288274,
Panama,2005,3365929,34524.62592,15464.7,2883.757
Papua New Guinea,2005,6095959,10846.60273,4901.584516,
Paraguay,2005,5904170,36678.35738,8734.651354,3954.072
Peru,2005,27723281,216538.1776,79385.07342,13645.788
Philippines,2005,85821214,412298.2618,103065.9724,38755.946
Poland,2005,38165445,636305.0304,303912.248,92376.744
Portugal,2005,10503330,268684.8464,191847.8585,26467.183
Qatar,2005,821159,106084.5143,44530.49322,16638.011
Romania,2005,21319685,292937.5217,99172.61372,38692.866
Russian Federation,2005,143150000,2591833.086,764000.9012,651711.627
Rwanda,2005,9429457,9134.89784,2581.286407,
Saint Kitts & Nevis,2005,49139,1001.82132,536.4106664,79
Saint Lucia,2005,165407,1550.097887,908.5583068,123
Saint Vincent & Grenadines,2005,108749,1021.76625,551.4316454,67
Samoa,2005,179928,865.8067439,412.2205603,57
Sao Tome & Principe,2005,154615,384.214871,113.8087494,43
Saudi Arabia,2005,24690067,948348.7977,328459.6088,145540.236
Senegal,2005,11270826,23732.25939,8707.015064,2790.896
Serbia,2005,7440769,75832.04274,25234.40877,16050.951
Seychelles,2005,82900,1487.754435,919.103262,228
Sierra Leone,2005,5119895,5929.422861,1627.853086,
Singapore,2005,4265800,259724.2939,125428.9916,21946.906
Slovakia,2005,5372807,105033.5167,61328.47158,18830.459
Slovenia,2005,2000474,52521.1886,35717.73376,7292.559
Solomon Islands,2005,469306,709.6878342,413.9098793,58
South Africa,2005,47639556,503820.6786,247051.5623,128214.011
Spain,2005,43653155,1421589.85,1130798.886,141914.407
Sri Lanka,2005,19644000,114788.334,24405.79104,9000.817
Sudan,2005,31585871,106763.0711,26524.99223,14836.67
Suriname,2005,499523,6076.738155,1793.557833,696
Swaziland,2005,1104642,6525.179382,2584.077931,399
Sweden,2005,9029572,353746.9979,370579.6397,51569.035
Switzerland,2005,7437115,358845.4158,384753.9675,25940.792
Syria,2005,18167367,,28858.96552,20792.054
Taiwan,2005,22894384,610800,,
Tajikistan,2005,6805655,11698.85282,2312.319579,2341.585
Tanzania,2005,38824384,48393.963,14141.91659,17141.263
Thailand,2005,65559487,714664.2163,176351.9484,99165.875
Togo,2005,5540214,6588.616677,2115.15409,2371.755
Tonga,2005,100960,510.7813907,264.8129538,57
Trinidad & Tobago,2005,1296933,32993.12575,16088.52669,16879.892
Tunisia,2005,10029000,90550.87031,32282.96068,8314.425
Turkey,2005,67743052,1033193.546,482979.8392,84379.093
Turkmenistan,2005,4747839,30883.73311,8104.355717,19166.375
Uganda,2005,28724869,29667.98994,9013.83449,
Ukraine,2005,47105150,342751.6514,86142.01807,142883.029
United Arab Emirates,2005,4148883,427914.9569,180617.0235,43231.202
United Kingdom,2005,60387997,2141434.515,2321359.35,222637.851
United States of America,2005,295516599,14690877.42,13095400,2318861.102
Uruguay,2005,3325155,41605.62282,17362.87271,2957.157
Uzbekistan,2005,26167000,79580.95782,14307.50984,46965.32
Vanuatu,2005,209375,541.215767,394.9625523,30
Venezuela,2005,26725897,400372.9895,145513.4897,66558.174
Vietnam,2005,82393500,287128.9758,57633.25574,41455.345
Yemen,2005,20139661,86021.64349,16753.78703,6588.596
Zambia,2005,11470022,26910.15822,7178.556337,7213.317
Zimbabwe,2005,12710589,17869.07849,5755.215232,9684.985
World,2005,6491048430,73068299.12,46347909.66,11189912.14
European Union (15),2005,389247644,13931496.58,12958224.88,1505720.09
European Union (28),2005,492493214,15746073.42,13806510.3,1776975.498
Afghanistan,2006,25631282,30065.52926,6623.602375,
Albania,2006,3179573,22904.4667,8795.307928,2068.171
Algeria,2006,34507214,417529.0567,104953.0274,34657.65
Angola,2006,17122409,93229.63197,34087.96237,10006.357
Antigua & Barbuda,2006,83467,1983.552518,1137.617186,143
Argentina,2006,38988923,,198702.6882,73128.145
Armenia,2006,3002911,18077.10419,5547.196574,2558.59
Australia,2006,20697900,811569.1732,714768.9664,115019.694
Austria,2006,8268641,340489.7255,316175.8606,33799.276
Azerbaijan,2006,8484550,90879.56137,17815.09243,13232.239
Bahamas,2006,335622,8507.790362,7900.177115,706
Bahrain,2006,950951,40967.58843,17001.88359,8092.774
Bangladesh,2006,144868702,254483.6389,64273.56373,25331.879
Barbados,2006,274923,4385.664668,4113.569293,398
Belarus,2006,9604000,115376.085,33230.4928,28620.519
Belgium,2006,10547958,418536.2004,387412.6019,58111.269
Belize,2006,278985,2317.346132,1166.538878,172
Benin,2006,8443671,13427.70819,4521.535485,2949.032
Bhutan,2006,665568,3180.441563,874.9564891,211
Bolivia,2006,9517395,44883.93319,10007.27203,6438.918
Bosnia & Herzegovina,2006,3875157,31786.32426,11626.83029,5301.412
Botswana,2006,1895944,23169.59967,10721.70233,1955.521
Brazil,2006,188134315,2292301.504,917079.8105,222817.6
Brunei,2006,374697,28351.53348,9950.56728,3151.521
Bulgaria,2006,7699020,104518.2095,30773.26397,20458.799
Burkina Faso,2006,13822257,18084.20957,5832.414795,
Burundi,2006,8042579,5665.109339,1177.414708,
Cambodia,2006,13555054,28947.68573,6970.875649,3429.351
Cameroon,2006,18611937,45319.74018,17122.40836,6723.031
Canada,2006,32570505,1309870.564,1165766.401,268302.286
Cape Verde,2006,481940,2237.860957,1177.504313,102
Central African Republic,2006,4032102,2969.822845,1452.928387,
Chad,2006,10356822,18171.28257,6689.750813,
Chile,2006,16504530,290084.6013,129884.119,29506.534
China,2006,1311020000,8183020.814,2543529.22,1938943.565
Colombia,2006,43841370,428805.8212,156333.3446,28568.375
Comoros,2006,616526,965.5254678,391.8437028,42
Congo,2006,3646653,18735.1353,6466.587987,1153.972
"Congo, Dem. Republic",2006,55590838,20819.64097,7592.497937,20714.66
Cook Islands,2006,21388,183.2,,
Costa Rica,2006,4392493,49738.73035,21717.7398,4181.746
Cote d'Ivoire,2006,17662417,47247.76089,16475.35826,9537.246
Croatia,2006,4440000,89078.06769,47033.45279,8944.471
Cuba,2006,11301100,177888.1749,47789.56645,10846.601
Cyprus,2006,1048314,24388.49048,17699.01388,2308.429
Czech Republic,2006,10238905,261385.341,139182.596,45904.299
Denmark,2006,5437272,239175.4592,266422.8744,20251.507
Djibouti,2006,787544,,742.6466292,143
Dominica,2006,70690,607.216008,396.0145515,42
Dominican Republic,2006,9479269,81942.82099,37594.68681,7067.699
Ecuador,2006,14023503,120234.293,43334.86046,10255.178
Egypt,2006,72990754,656495.4533,95823.67078,66269.084
El Salvador,2006,6096692,43580.81246,17762.50068,4735.064
Equatorial Guinea,2006,621517,21963.88919,8320.886494,1503
Eritrea,2006,5035036,6402.336054,1087.779776,696.95
Estonia,2006,1346035,31114.092,15306.22714,5037.823
Ethiopia,2006,78290649,61141.34853,13492.91815,29705.386
Fiji,2006,828060,6402.332091,3062.424094,559
Finland,2006,5266268,202747.5667,204412.9625,37333.935
France,2006,63617975,2306516.529,2189261.553,266793.215
Gabon,2006,1412907,23519.92726,8768.095232,1768.457
Gambia,2006,1482324,2239.197754,631.1903338,114
Georgia,2006,4398000,22552.02512,7012.723011,3031.512
Germany,2006,82376451,3149806.746,2868605.183,340492.109
Ghana,2006,21947779,57357.2649,11418.72366,9061.851
Greece,2006,11148460,340440.0394,253297.9043,30222.724
Grenada,2006,103260,1224.966793,673.3872253,81
Guatemala,2006,12995374,86515.45255,28675.12217,7940.222
Guinea,2006,9798963,11878.11554,3010.402725,
Guinea-Bissau,2006,1452659,1643.730624,561.5005153,90
Guyana,2006,765367,4111.596106,867.1937002,500
Haiti,2006,9388642,14549.37572,4247.885661,2645.058
Honduras,2006,7037428,29051.14849,10307.2701,3993.017
Hungary,2006,10071370,230760.7445,114621.1266,27329.857
Iceland,2006,303782,12357.8025,17053.24133,4158.841
India,2006,1143289350,4098241.837,911496.3985,567182.481
Indonesia,2006,227709821,1542444.432,301594.1044,183725.702
Iran,2006,70976584,979722.0482,203332.1782,180242.381
Iraq,2006,28064095,323365.5647,55029.40782,21503.011
Ireland,2006,4274137,202245.366,213730.0074,14607.056
Israel,2006,7053700,187447.6756,141452.9733,20380.274
Italy,2006,58941499,2118487.146,1825553.84,181830.17
Jamaica,2006,2653042,23756.20476,,4175.811
Japan,2006,127756000,4405625.158,4649273.216,519807.147
Jordan,2006,5536000,54351.4361,13604.62139,6853.005
Kazakhstan,2006,15308084,261899.068,63235.90461,61503.566
Kenya,2006,36757498,70664.77535,19924.12275,16896.43
Kiribati,2006,91953,154.8012086,101.3623928,10
Korea (North),2006,23969917,40000,,21543.968
Korea (South),2006,48371946,1215533.43,888615.7973,213599.831
Kuwait,2006,2417445,246016.6888,86874.15193,25780.21
Kyrgyzstan,2006,5218400,12615.89671,2536.203618,2450.21
Laos,2006,5895930,18431.6945,2971.334529,
Latvia,2006,2218357,45363.34028,18004.27591,4688.325
Lebanon,2006,4079823,51286.88228,21991.98928,4773.651
Lesotho,2006,1940413,3640.042046,1427.34862,19
Liberia,2006,3384791,1688.609843,595.0040247,
Libya,2006,5686475,,46596,17898.642
Lithuania,2006,3269909,65547.96885,27998.94843,8718.187
Luxembourg,2006,472637,43866.08608,39501.06949,4328.983
"Macedonia, FYR",2006,2093801,21162.89994,6286.933485,2924.258
Madagascar,2006,18826126,26663.11032,5291.644767,
Malawi,2006,13307535,9448.24635,2811.804032,
Malaysia,2006,26327098,489012.3652,151549.5232,63715.139
Maldives,2006,302825,2692.16501,1186.855729,288
Mali,2006,12325545,19276.38963,5760.422916,
Malta,2006,405308,10646.75835,6113.803055,833.783
Mauritania,2006,3237713,9135.243012,2596.630178,
Mauritius,2006,1252698,16282.23062,6531.858624,1173
Mexico,2006,112116694,1726218.001,913737.8755,172307.054
Moldova,2006,3585209,12502.60858,3131.146154,3440.866
Mongolia,2006,2559496,13932.291,2739.264542,2924.946
Montenegro,2006,616854,7425.327125,2451.29959,1117.651
Morocco,2006,30395097,175317.1382,64142.82124,13648.039
Mozambique,2006,21587317,16272.80619,6994.357707,8742.363
Myanmar,2006,50500070,85200,,15014.773
Namibia,2006,2052931,16243.6611,7774.892739,1293.986
Nauru,2006,13287,60,,
Nepal,2006,25634043,44901.22149,8403.810872,9131.174
Netherlands,2006,16346101,689590.3751,660141.5212,76829.67
New Zealand,2006,4184600,131580.2092,115712.9145,16965.318
Nicaragua,2006,5524927,20752.50686,6585.100498,2824.149
Niger,2006,13679705,10997.59432,3602.632359,
Nigeria,2006,143314909,627959.616,121464.9951,107004.783
Niue,2006,2166,7.6,,
Norway,2006,4660677,297973.3355,311049.7478,27128.905
Oman,2006,2554905,108889.5432,32604.85072,15182.548
Pakistan,2006,160905794,655927.111,116266.6409,79345.372
Palau,2006,20012,315.4765832,203.1834648,
Panama,2006,3428509,37468.80356,16783.49268,3093.093
Papua New Guinea,2006,6245797,11126.93323,5028.265993,
Paraguay,2006,6014781,38441.52901,9154.536281,4075.662
Peru,2006,28030688,233299.2928,85529.8668,13247.519
Philippines,2006,87366573,433914.8661,108469.6729,38455.549
Poland,2006,38141267,675930.8407,322838.3424,97240.981
Portugal,2006,10522288,272576.1921,194626.379,24698.319
Qatar,2006,967602,125816.2339,56184.30122,19606.402
Romania,2006,21193760,318470.7435,107816.7653,39936.089
Russian Federation,2006,142500000,2803156.433,826293.1949,670672.799
Rwanda,2006,9660946,9916.112514,2802.037515,
Saint Kitts & Nevis,2006,49823,1048.633175,561.4753939,79
Saint Lucia,2006,167658,1694.124781,992.9767379,119
Saint Vincent & Grenadines,2006,108908,1100.152893,593.7357199,70
Samoa,2006,181073,883.0151119,420.4136624,57
Sao Tome & Principe,2006,158806,404.2724539,119.7500302,44
Saudi Arabia,2006,25371936,1001235.779,346776.9592,158213.832
Senegal,2006,11582925,24316.44563,8921.344357,2798.179
Serbia,2006,7411569,78561.99628,26142.84749,17064.334
Seychelles,2006,84600,1627.694527,1005.555295,243
Sierra Leone,2006,5280909,6264.763092,1719.91679,
Singapore,2006,4401400,282120.0786,136244.617,23509.002
Slovakia,2006,5373054,113798.9917,66446.58251,18640.418
Slovenia,2006,2006868,55593.46943,37807.07925,7321.259
Solomon Islands,2006,480745,758.9873641,442.6627499,59
South Africa,2006,48269753,532053.3671,260895.6344,127255.163
Spain,2006,44397319,1479537.001,1176892.752,141748.273
Sri Lanka,2006,19858000,123590.6386,26277.29834,9083.326
Sudan,2006,32397535,117508.0355,29194.54915,15917.351
Suriname,2006,505186,6310.214817,1862.468799,714
Swaziland,2006,1118253,6740.677454,2669.418698,406
Sweden,2006,9080505,368948.1395,386504.1101,50206.82
Switzerland,2006,7483934,372307.7052,399188.2309,27084.487
Syria,2006,18804914,,30301.91379,21629.615
Taiwan,2006,23036087,681800,,
Tajikistan,2006,6954522,12517.77252,2474.18195,2414.262
Tanzania,2006,39942347,51654.45214,15094.71241,17808.712
Thailand,2006,65883961,751061.3409,185333.3745,101043.244
Togo,2006,5685845,6855.614606,2200.86886,2367.865
Tonga,2006,101617,502.5675033,260.5544905,57
Trinidad & Tobago,2006,1303478,37527.57719,18299.67344,19585.072
Tunisia,2006,10127900,95395.2845,34010.07862,8751.725
Turkey,2006,68626337,1104416.641,516274.0067,93034.988
Turkmenistan,2006,4801595,34270.78157,8993.168136,19628.229
Uganda,2006,29711397,32867.60682,9985.9535,
Ukraine,2006,46787750,367772.5219,92430.38539,137332.81
United Arab Emirates,2006,4875639,470010.3195,198384.8977,45910.659
United Kingdom,2006,60828396,2200431.053,2385312.819,218960.651
United States of America,2006,298379912,15082617.64,13444595.95,2296686.19
Uruguay,2006,3330217,43310.86147,18074.50349,3182.672
Uzbekistan,2006,26488250,85390.36774,15351.95806,48872.107
Vanuatu,2006,214654,587.0184713,428.3879514,31
Venezuela,2006,27190882,439898.408,159878.7983,63704.896
Vietnam,2006,83313000,307164.706,61654.87828,42474.796
Yemen,2006,20661714,88748.88173,17284.95066,7053.856
Zambia,2006,11781612,28591.09921,7626.964314,7396.325
Zimbabwe,2006,12724308,17250.54122,5555.998739,9714.224
World,2006,6568998311,77050322.99,48250723.51,11482602.14
European Union (15),2006,391525907,14373393.63,13367851.44,1500213.977
European Union (28),2006,494538074,16310912.62,14272459.46,1778632.226
Afghanistan,2007,26349243,34196.59461,7533.698917,
Albania,2007,3166222,24255.83024,9314.231095,2024.608
Algeria,2007,35097043,431725.0447,108521.4303,36792.728
Angola,2007,17712824,114293.1017,41789.49188,10697.001
Antigua & Barbuda,2007,84397,2174.539492,1247.153012,146
Argentina,2007,39331357,,215897.1011,73672.983
Armenia,2007,2989882,20562.56175,6309.891834,2852.846
Australia,2007,20827600,842311.3373,741844.3477,118654.986
Austria,2007,8300788,353108.1002,327893.176,33393.256
Azerbaijan,2007,8581300,113643.9827,22277.59493,12113.341
Bahamas,2007,342049,8630.85744,8014.454932,709
Bahrain,2007,1032353,44384.28531,18412.01857,8962.287
Bangladesh,2007,146457067,270841.4465,68404.96719,26626.118
Barbados,2007,276277,4458.946982,4182.305027,401
Belarus,2007,9560000,125353.0192,36104.03841,28039.199
Belgium,2007,10625700,430603.492,398582.5338,57019.017
Belize,2007,286196,2345.394359,1180.658196,178
Benin,2007,8707490,14048.92721,4730.719643,3206.292
Bhutan,2007,679365,3750.561953,1031.799658,244
Bolivia,2007,9676456,46932.60847,10464.04241,5371.809
Bosnia & Herzegovina,2007,3868665,33959.87311,12421.87295,5304.575
Botswana,2007,1915187,25181.26324,11652.59705,2032.502
Brazil,2007,189996976,2432027.71,972979.9975,235459.713
Brunei,2007,381440,28395.35969,9965.949012,3227.236
Bulgaria,2007,7545338,111207.3749,32742.75286,20116.756
Burkina Faso,2007,14235075,18736.36352,6042.74372,
Burundi,2007,8328312,5936.231951,1233.763797,
Cambodia,2007,13747288,31903.98892,7682.781331,3481.516
Cameroon,2007,19097676,46606.84506,17608.69392,6339.74
Canada,2007,32887928,1338687.996,1191413.511,271727.791
Cape Verde,2007,483713,2577.359862,1356.139819,103
Central African Republic,2007,4106897,3211.055716,1570.946904,
Chad,2007,10694366,18765.756,6908.605983,
Chile,2007,16668892,305055.3617,136587.2118,30564.974
China,2007,1317885000,9345009.77,2904710.369,2044606.194
Colombia,2007,44498390,458396.1143,167121.3266,27919.061
Comoros,2007,632736,970.2661103,393.7676198,41
Congo,2007,3758858,18438.70372,6364.272161,1209.469
"Congo, Dem. Republic",2007,57187942,22122.48301,8067.617826,21459.136
Cook Islands,2007,21750,183.2,,
Costa Rica,2007,4463226,53685.66797,23441.11641,4508.452
Cote d'Ivoire,2007,17949061,48057.90489,16757.85657,10232.925
Croatia,2007,4436000,93585.35499,49413.31227,9325.119
Cuba,2007,11301674,190806.6578,51260.11022,10137.385
Cyprus,2007,1063095,25639.75245,18607.06938,2437.112
Czech Republic,2007,10298828,276376.132,147164.8998,45845.189
Denmark,2007,5461438,242962.2336,270641.0468,19763.331
Djibouti,2007,798690,,780.5220631,143
Dominica,2007,70795,609.7950619,397.6965607,43
Dominican Republic,2007,9615015,88887.1676,40780.69546,7058.38
Ecuador,2007,14268397,122867.501,44283.92163,11332.2
Egypt,2007,74229577,703026.7181,102615.4872,71188.76
El Salvador,2007,6122952,45254.21332,18444.53899,4478.914
Equatorial Guinea,2007,639618,26673.49109,10105.09067,1759
Eritrea,2007,5209846,6493.685977,1103.300455,720.631
Estonia,2007,1342330,33445.22322,16453.00089,5623.844
Ethiopia,2007,80440708,68145.71339,15038.66949,30535.769
Fiji,2007,835392,6347.870368,3036.373447,524
Finland,2007,5288720,213564.606,215318.8544,36803.277
France,2007,64012572,2359225.345,2239290.843,263541.852
Gabon,2007,1447388,24826.07206,9255.018589,1831.615
Gambia,2007,1529406,2320.503602,654.1090179,133
Georgia,2007,4388400,25335.8471,7878.373539,3341.325
Germany,2007,82266372,3252775.356,2962381.187,330718.602
Ghana,2007,22525659,61062.39255,12156.34302,9064.105
Greece,2007,11192763,352478.6067,262254.9702,30216.691
Grenada,2007,103586,1297.549145,713.2871058,81
Guatemala,2007,13317931,91969.44909,30482.82256,8527.505
Guinea,2007,10046967,12086.89508,3063.316042,
Guinea-Bissau,2007,1484337,1742.992593,595.408533,95
Guyana,2007,770407,3961.912737,835.6233633,500
Haiti,2007,9513714,15035.80195,4389.90433,2509.089
Honduras,2007,7178436,30848.88536,10945.10235,4691.687
Hungary,2007,10055780,231025.4251,114752.5961,26728.593
Iceland,2007,311566,13097.41701,18073.87785,4836.174
India,2007,1159095250,4499925.286,1000835.445,604659.492
Indonesia,2007,230972808,1640312.875,320730.3174,182884.559
Iran,2007,71809219,1056383.225,219242.4907,190619.83
Iraq,2007,28740630,327820.2427,55787.49192,23695.803
Ireland,2007,4398942,212297.3445,224352.7944,15119.917
Israel,2007,7180100,200421.3229,151243.2306,20700.248
Italy,2007,59375289,2154142.614,1856279.057,179598.604
Jamaica,2007,2662481,24088.79162,,4200.468
Japan,2007,127770750,4502204.666,4751193.943,515197.86
Jordan,2007,5661000,58795.05642,14716.89692,7209.461
Kazakhstan,2007,15484192,285208.0851,68863.90012,66230.504
Kenya,2007,37752304,75606.56459,21317.47347,17229.685
Kiribati,2007,93401,166.4366568,108.9811761,11
Korea (North),2007,24111989,40000,,18299.646
Korea (South),2007,48597652,1277596.427,933986.9557,222146.519
Kuwait,2007,2554920,260757.1756,92079.35689,26388.952
Kyrgyzstan,2007,5268400,13693.65696,2752.868316,2726.063
Laos,2007,6013278,19831.91877,3197.061726,
Latvia,2007,2200325,49889.51807,19800.67259,4796.299
Lebanon,2007,4139813,55133.83562,23641.57593,4205.685
Lesotho,2007,1955784,3812.342157,1494.911665,19
Liberia,2007,3522294,1953.519625,688.3484921,
Libya,2007,5782108,,49391.76,17525.188
Lithuania,2007,3231294,71997.75917,30753.9895,9459.665
Luxembourg,2007,479993,46756.00321,42103.4174,4209.378
"Macedonia, FYR",2007,2096620,22464.17836,6673.50862,3044.742
Madagascar,2007,19371023,28327.07568,5621.880566,
Malawi,2007,13713758,10345.01894,3078.684118,
Malaysia,2007,26813819,519812.4496,161094.7585,69969.609
Maldives,2007,308239,2976.359665,1312.144503,299
Mali,2007,12725629,20104.9232,6008.016157,
Malta,2007,406724,11102.35732,6375.426572,877.744
Mauritania,2007,3330037,9282.720729,2638.549707,
Mauritius,2007,1260403,17241.16862,6916.550847,1194
Mexico,2007,113529819,1780563.205,942504.3878,176710.575
Moldova,2007,3576910,12886.18155,3227.20795,3341.678
Mongolia,2007,2595068,15360.07446,3019.984821,3114.445
Montenegro,2007,617800,8219.837128,2713.588646,1086.123
Morocco,2007,30667086,180060.8245,65878.38126,14457.489
Mozambique,2007,22171404,17457.79202,7503.686869,9144.063
Myanmar,2007,50828959,91130,,15594.542
Namibia,2007,2080700,17116.63697,8192.735352,1344.989
Nauru,2007,13528,60,,
Nepal,2007,25950022,46433.05373,8690.511945,9308.433
Netherlands,2007,16381696,716626.665,686023.2304,79349.595
New Zealand,2007,4228300,136214.9504,119788.751,17123.15
Nicaragua,2007,5595533,21796.14884,6916.264697,2870.921
Niger,2007,14197289,11343.64136,3715.991723,
Nigeria,2007,147187353,670839.2001,129759.1088,107683.102
Niue,2007,1492,7.6,,
Norway,2007,4709153,305878.6462,319301.979,27547.293
Oman,2007,2569739,116294.0321,34821.98057,17583.025
Pakistan,2007,163928329,687626.8697,121885.5952,83538.149
Palau,2007,20118,317.4930492,204.4821747,
Panama,2007,3491034,42007.27281,18816.4203,3024.153
Papua New Guinea,2007,6397623,11928.07242,5390.301145,
Paraguay,2007,6125285,40525.68374,9650.860713,4224.895
Peru,2007,28328410,253989.5168,93115.11098,14334.054
Philippines,2007,88875548,462625.5743,115646.7516,38514.137
Poland,2007,38120560,721794.5953,344743.8061,96823.686
Portugal,2007,10542964,279023.5846,199229.9822,25301.558
Qatar,2007,1152459,148463.156,66289.16947,22790.308
Romania,2007,20882982,338406.0722,114565.7766,39756.997
Russian Federation,2007,142100000,3042408.083,896817.9819,672590.682
Rwanda,2007,9928143,10673.03895,3015.925394,
Saint Kitts & Nevis,2007,50478,1077.568464,576.9683738,83
Saint Lucia,2007,170149,1719.460359,1007.826671,128
Saint Vincent & Grenadines,2007,109045,1137.475488,613.8781547,70
Samoa,2007,182240,898.9093839,427.9811084,58
Sao Tome & Principe,2007,163390,412.3406627,122.139924,44
