Country,Year, Population (People), GDP-PPP (Million Intl$ (2005)), GDP-USD (Million US$ (2005)), Energy Use (Thous. tonnes oil eq. (ktoe))
Saudi Arabia,2007,25915624,1061232.634,367556.8067,144109.484
Senegal,2007,11904974,25517.30967,9361.923617,2999.85
Serbia,2007,7381579,82804.34408,27554.56125,16601.751
Seychelles,2007,85033,1797.262481,1110.310795,205
Sierra Leone,2007,5416015,6768.610387,1858.24212,
Singapore,2007,4588600,307566.0394,148533.268,21818.726
Slovakia,2007,5374622,125740.9847,73419.4441,17850.05
Slovenia,2007,2018122,59412.84594,40404.49711,7320.629
Solomon Islands,2007,492148,840.199012,490.0276641,64
South Africa,2007,48910248,561570.3946,275369.49,136604.243
Spain,2007,45226803,1531012.825,1217839.024,143835.707
Sri Lanka,2007,20039000,131990.8794,28063.32062,9261.356
Sudan,2007,33218250,131039.9483,32556.51578,15293.511
Suriname,2007,510433,6632.760678,1957.668665,714
Swaziland,2007,1134977,6976.847337,2762.94584,423
Sweden,2007,9148092,381175.986,399313.8046,50059.598
Switzerland,2007,7551117,386625.6099,414539.8848,25760.038
Syria,2007,19561477,,32029.12288,22802.894
Taiwan,2007,22858872,698600,,
Tajikistan,2007,7111025,13519.19432,2672.116506,2582.768
Tanzania,2007,41119693,55346.76175,16173.69688,18305.766
Thailand,2007,66076927,788947.2495,194682.1759,104886.244
Togo,2007,5834806,7012.639298,2251.278746,2458.068
Tonga,2007,102289,481.7735919,249.7739547,58
Trinidad & Tobago,2007,1310040,39311.71987,19169.67974,20330.738
Tunisia,2007,10225100,101447.7324,36167.8816,9038.797
Turkey,2007,69496513,1155977.228,540376.6775,100005.025
Turkmenistan,2007,4858236,38060.16216,9987.558552,22367.475
Uganda,2007,30728747,35632.56991,10826.01444,
Ukraine,2007,46509350,396826.554,99732.38654,137342.819
United Arab Emirates,2007,5797347,484977.282,204702.2469,51975.446
United Kingdom,2007,61296895,2275845.153,2467063.264,210992.738
United States of America,2007,301231207,15352584.03,13685243.1,2337013.725
Uruguay,2007,3338384,46144.04617,19256.84909,3172.144
Uzbekistan,2007,26868000,93502.45267,16810.39407,48718.199
Vanuatu,2007,220001,617.4006501,450.5599272,35
Venezuela,2007,27655937,478405.2619,173873.9149,62934.043
Vietnam,2007,84221100,329064.0275,66050.56559,45777.061
Yemen,2007,21182162,91711.6992,17861.99629,7014.225
Zambia,2007,12109620,30353.11438,8096.999646,7399.472
Zimbabwe,2007,12740160,16620.32241,5353.019894,9438.483
World,2007,6646900362,81248180.01,50172657.11,11747596.94
European Union (15),2007,393999027,14801597.91,13768567.19,1479923.121
European Union (28),2007,496539027,16857635.96,14728351.12,1757559.685
Afghanistan,2008,27032197,35431.55962,7805.76854,
Albania,2008,3156608,26123.52917,10031.42689,2060.872
Algeria,2008,35725377,440359.5456,110691.8589,37424.646
Angola,2008,18314441,130085.0926,47563.58733,11584.237
Antigua & Barbuda,2008,85349,2175.188227,1247.525078,
Argentina,2008,39676083,,230488.3759,77793.834
Armenia,2008,2977488,21981.37851,6745.274371,3004.093
Australia,2008,21249200,874057.4378,769803.9206,122518.59
Austria,2008,8336926,358179.6474,332602.5715,33545.198
Azerbaijan,2008,8763400,125886.1906,24677.43118,13322.431
Bahamas,2008,348340,8430.281729,7828.204029,
Bahrain,2008,1116038,47180.49528,19560.29194,9771.063
Bangladesh,2008,147969967,287607.7009,72639.52987,27873.15
Barbados,2008,277634,4474.247685,4196.656444,
Belarus,2008,9528000,138199.5049,39804.06905,28098.179
Belgium,2008,10709973,434845.6384,402509.2216,58600.011
Belize,2008,293544,2435.665675,1226.100264,
Benin,2008,8973293,14753.96282,4968.127509,3277.517
Bhutan,2008,692159,3925.689357,1079.978144,
Bolivia,2008,9834098,49818.25887,11107.42382,5972.83
Bosnia & Herzegovina,2008,3861201,35800.49824,13095.13846,5954.003
Botswana,2008,1933719,26163.70186,12107.21925,2151.451
Brazil,2008,191765567,2557746.494,1023276.243,248593.964
Brunei,2008,388017,27844.80768,9772.721198,3541.649
Bulgaria,2008,7492561,118102.2322,34772.80354,19815.232
Burkina Faso,2008,14659646,19823.07355,6393.223162,
Burundi,2008,8624280,6235.899991,1296.045659,
Cambodia,2008,13940518,34038.86906,8196.880596,3513.526
Cameroon,2008,19595026,48297.36721,18247.39596,6395.196
Canada,2008,33245773,1347907.9,1199619.096,264724.291
Cape Verde,2008,484651,2748.767708,1446.330176,
Central African Republic,2008,4185106,3336.032646,1632.08945,
Chad,2008,11030628,19338.61664,7119.504413,
Chile,2008,16831184,315099.1752,141084.2857,30309.872
China,2008,1324655000,10242130.71,3183562.565,2120813.901
Colombia,2008,45153037,474654.5301,173048.7939,29207.921
Comoros,2008,649291,979.7254987,397.6065676,
Congo,2008,3876475,19466.157,6718.906218,1259.721
"Congo, Dem. Republic",2008,58819038,23484.13152,8564.183233,22246.231
Cook Islands,2008,12271,183.2,,
Costa Rica,2008,4532711,55152.15664,24081.43873,4585.966
Cote d'Ivoire,2008,18260044,49177.65408,17148.31463,10278.06
Croatia,2008,4434000,95535.98965,50443.25248,9084.013
Cuba,2008,11296355,198661.8398,53370.40081,10565.901
Cyprus,2008,1077089,26569.60787,19281.87637,2574.252
Czech Republic,2008,10384603,284941.033,151725.5426,44869.54
Denmark,2008,5493621,241057.7687,268519.6209,19199.674
Djibouti,2008,810100,,,
Dominica,2008,70883,658.8263337,429.6738091,
Dominican Republic,2008,9750195,93558.76553,42923.98585,7103.897
Ecuador,2008,14512402,130678.3485,47099.10836,10973.274
Egypt,2008,75491922,753337.3036,109958.9424,72050.143
El Salvador,2008,6151776,45830.85486,18679.56434,4499.056
Equatorial Guinea,2008,658025,25882.22919,9805.32589,
Eritrea,2008,5382163,5858.406746,995.364243,677.244
Estonia,2008,1340264,32056.79316,15769.97836,5440.404
Ethiopia,2008,82621190,75497.65097,16661.12458,31482.148
Fiji,2008,843851,6413.430843,3067.732954,
Finland,2008,5313399,214191.5686,215950.9669,35284.466
France,2008,64371099,2357322.202,2237484.449,264803.089
Gabon,2008,1482843,25074.28495,9347.550944,1879.778
Gambia,2008,1577984,2453.576176,691.6198282,
Georgia,2008,4383800,25922.13053,8060.682813,3004.559
Germany,2008,82110097,3288009.453,2994469.731,334633.925
Ghana,2008,23110139,66210.26004,13181.18401,8957.856
Greece,2008,11237094,351720.3929,261690.8357,30418.592
Grenada,2008,103932,1310.922648,720.6387715,
Guatemala,2008,13648307,94987.05438,31482.99302,8157.03
Guinea,2008,10314678,12683.61696,3214.549894,
Guinea-Bissau,2008,1516920,1925.330032,657.6952387,
Guyana,2008,775739,4040.225769,852.1406879,
Haiti,2008,9638255,15162.69575,4426.952679,2926.675
Honduras,2008,7322368,32154.36827,11408.28421,4647.532
Hungary,2008,10038188,233091.1427,115778.6582,26458.455
Iceland,2008,317414,13253.02262,18288.60698,5354.288
India,2008,1174662334,4675015.447,1039777.522,632956.028
Indonesia,2008,234243489,1738956.411,340018.0846,186604.824
Iran,2008,72660887,1062510.247,220514.0972,204312.465
Iraq,2008,29429829,349485.4396,59474.41187,28806.112
Ireland,2008,4489544,207710.8989,219505.9044,14902.913
Israel,2008,7308800,209347.2468,157978.9689,22867.542
Italy,2008,59832179,2129235.739,1834816.174,176004.491
Jamaica,2008,2671934,23916.78188,,4078.017
Japan,2008,127704040,4455308.08,4701703.795,495351.968
Jordan,2008,5786000,63047.35519,15781.28305,7068.537
Kazakhstan,2008,15674000,294619.9519,71136.40882,69982.664
Kenya,2008,38773277,76761.03813,21642.98038,17805.569
Kiribati,2008,94832,171.0207337,111.9827871,
Korea (North),2008,24243894,40000,,20163.851
Korea (South),2008,48948698,1306960.397,955453.488,226946.325
Kuwait,2008,2702221,267223.5465,94362.78119,28842.898
Kyrgyzstan,2008,5318700,14844.14545,2984.153744,2846.228
Laos,2008,6139127,21383.74713,3447.228698,
Latvia,2008,2177322,47772.4301,18960.42062,4586.232
Lebanon,2008,4186088,60246.12501,25833.74299,5425.674
Lesotho,2008,1972199,4030.921572,1580.621946,
Liberia,2008,3672714,2159.248543,760.8397991,
Libya,2008,5876805,,51268.64688,17737.685
Lithuania,2008,3198231,74105.45622,31654.29659,9519.803
Luxembourg,2008,488650,46412.54416,41794.1352,4204.045
"Macedonia, FYR",2008,2098769,23576.15793,7003.84811,3011.796
Madagascar,2008,19926785,30346.32569,6022.627278,
Malawi,2008,14138207,11207.68092,3335.412862,
Malaysia,2008,27302348,544930.3362,168879.0274,73006.305
Maldives,2008,313843,3339.433146,1472.207441,
Mali,2008,13138299,21105.85266,6307.126993,
Malta,2008,409379,11586.81664,6653.622884,837.198
Mauritania,2008,3422901,9609.194374,2731.347602,
Mauritius,2008,1268565,18191.50198,7297.791188,
Mexico,2008,114968039,1805496.33,955702.2231,181876.115
Moldova,2008,3570108,13886.77376,3477.795691,3363.479
Mongolia,2008,2632834,16727.17761,3288.774582,3155.928
Montenegro,2008,618649,8787.005889,2900.826262,1177.467
Morocco,2008,30955151,190120.9237,69559.04337,14932.969
Mozambique,2008,22762525,18650.09271,8016.160099,9264.006
Myanmar,2008,51174018,57240,,15032.859
Namibia,2008,2110791,17694.57613,8469.3611,1454.568
Nauru,2008,13770,60,,
Nepal,2008,26249412,49267.6241,9221.036339,9634.227
Netherlands,2008,16445593,729555.0312,698399.4926,79550.078
New Zealand,2008,4268900,133816.0548,117679.1388,17412.333
Nicaragua,2008,5667983,22666.9878,7192.595749,2902.648
Niger,2008,14737895,12431.23263,4072.268866,
Nigeria,2008,151208080,712902.5869,137895.3471,111224.988
Niue,2008,1444,10.01,,
Norway,2008,4768212,306085.3307,319517.7338,29805.147
Oman,2008,2593523,131179.6682,39279.19408,18678.541
Pakistan,2008,167008083,699326.1909,123959.3634,82045.781
Palau,2008,20228,300.6644458,193.6436715,
Panama,2008,3553480,46257.3238,20720.15601,3052.926
Papua New Guinea,2008,6550877,12727.25328,5751.451321,
Paraguay,2008,6236005,43102.76092,10264.5706,4347.922
Peru,2008,28625628,278784.1958,102205.0896,15044.394
Philippines,2008,90371287,481837.2909,120449.2804,40009.414
Poland,2008,38125759,758797.7496,362417.2666,97892.213
Portugal,2008,10558177,278999.861,199213.043,24430.269
Qatar,2008,1359114,174741.1346,77997.84845,23642.322
Romania,2008,20537875,365010.5647,123572.6018,39616.937
Russian Federation,2008,141950000,3202072.246,943882.5728,688482.709
Rwanda,2008,10222961,11864.28323,3352.540286,
Saint Kitts & Nevis,2008,51110,1128.116817,604.0337552,
Saint Lucia,2008,172734,1811.003491,1061.482813,
Saint Vincent & Grenadines,2008,109158,1153.29297,622.4146083,
Samoa,2008,183444,937.5624874,446.384296,
Sao Tome & Principe,2008,168253,449.7587897,133.2235925,
Saudi Arabia,2008,26366358,1150664.624,398531.4823,154075.602
Senegal,2008,12238791,26456.99082,9706.678739,3036.205
Serbia,2008,7350221,85950.90915,28601.63458,16808.459
Seychelles,2008,86956,1758.791804,1086.544423,
Sierra Leone,2008,5532139,7129.016775,1957.187442,
Singapore,2008,4839400,312941.2019,151129.1023,25162.253
Slovakia,2008,5379233,132971.6918,77641.41276,18320.926
Slovenia,2008,2021316,61545.34391,41854.73076,7739.929
Solomon Islands,2008,503541,901.5335399,525.7996836,
South Africa,2008,49561256,581911.0527,285343.6566,146768.413
Spain,2008,45954106,1544664.813,1228698.453,139013.333
Sri Lanka,2008,20217000,139844.453,29733.11293,8941.904
Sudan,2008,34040065,134976.7991,33534.61558,15538.693
Suriname,2008,515372,6907.582917,2038.782836,
Swaziland,2008,1153929,7141.332715,2828.084744,
Sweden,2008,9219637,378837.791,396864.3493,49601.27
Switzerland,2008,7647675,394993.1778,423511.5891,26773.312
Syria,2008,20346056,,,23051.834
Taiwan,2008,22920946,759800,,
Tajikistan,2008,7275252,14600.72987,2885.885826,2472.991
Tanzania,2008,42353790,59462.80061,17376.50555,18920.626
Thailand,2008,66185340,808547.0691,199518.6659,107655.685
Togo,2008,5987491,7168.702323,2301.379908,2562.691
Tonga,2008,102947,486.1221384,252.0284445,
Trinidad & Tobago,2008,1316449,40645.07007,19819.86488,19562.935
Tunisia,2008,10328900,106130.8214,37837.48429,9426.918
Turkey,2008,70363511,1163593.28,543936.9006,98501.727
Turkmenistan,2008,4917543,43655.00599,11455.72966,22669.298
Uganda,2008,31778799,38735.72202,11768.82518,
Ukraine,2008,46258200,405953.5647,102026.2314,134562.247
United Arab Emirates,2008,6798635,500456.9743,211236.0123,58347.229
United Kingdom,2008,61773855,2258332.891,2448079.61,208208.85
United States of America,2008,304093966,15308002.42,13645503.21,2277034.423
Uruguay,2008,3348898,49455.40968,20638.74844,4153.147
Uzbekistan,2008,27302800,101917.6734,18323.32954,50511.698
Vanuatu,2008,225398,657.2259384,479.6231927,
Venezuela,2008,28120312,503654.7937,183050.7265,69597.341
Vietnam,2008,85122300,347694.8799,69790.1975,48984.249
Yemen,2008,21703571,95056.94715,18513.52501,7207.839
Zambia,2008,12456527,32188.9197,8586.719246,7641.333
Zimbabwe,2008,12784041,13683.68657,4407.197685,8677.567
World,2008,6725955990,83591918.76,50898260.86,11901535.88
European Union (15),2008,396333950,14819076.24,13780598.56,1472400.204
European Union (28),2008,498515770,16965627.1,14780681.77,1750071.325
Afghanistan,2009,27708187,42879.5033,9446.591725,
Albania,2009,3151185,26985.60563,10362.46398,2068.44
Algeria,2009,36383302,447845.6578,112573.6205,40823.003
Angola,2009,18926650,133223.9309,48711.25465,12585.724
Antigua & Barbuda,2009,86300,1907.690838,1094.108607,
Argentina,2009,40023641,,232448.0837,76075.126
Armenia,2009,2968154,18871.01595,5790.818814,2610.018
Australia,2009,21691700,888463.298,782491.5166,122107.911
Austria,2009,8365275,344490.3997,319890.8526,31963.281
Azerbaijan,2009,8947243,137732.9038,26999.73872,11937.174
Bahamas,2009,354492,8078.295618,7501.356222,
Bahrain,2009,1191539,48643.09063,20058.22437,9339.567
Bangladesh,2009,149503100,304119.7152,76809.8805,29131.033
Barbados,2009,279006,4289.028649,4022.928766,
Belarus,2009,9507000,138425.5097,39869.1627,26736.829
Belgium,2009,10796493,422667.4956,391236.6817,57096.448
Belize,2009,301016,2442.902492,1229.743237,
Benin,2009,9240783,15147.37952,5100.603394,3438.767
Bhutan,2009,704542,4189.809174,1152.638919,
Bolivia,2009,9993406,51490.65754,11480.29998,6203.299
Bosnia & Herzegovina,2009,3853446,34758.70374,12714.06993,6161.26
Botswana,2009,1951715,24112.20548,11157.89195,2022.923
Brazil,2009,193490922,2549350.742,1019917.359,240464.259
Brunei,2009,394400,27353.24338,9600.196363,3042.806
Bulgaria,2009,7444443,111606.6094,32860.29935,17511.782
Burkina Faso,2009,15094967,20410.91474,6582.810304,
Burundi,2009,8926687,6452.187532,1340.998037,
Cambodia,2009,14144225,34068.37972,8203.987042,4907.023
Cameroon,2009,20103945,49199.7848,18588.34148,6913.994
Canada,2009,33628571,1310573.976,1166392.428,251325.987
Cape Verde,2009,485714,2810.077822,1478.589966,
Central African Republic,2009,4266247,3633.177474,1777.461809,
Chad,2009,11371325,20154.26062,7419.783433,
Chile,2009,16991729,311833.3832,139622.0415,29484.48
China,2009,1331260000,11184406.73,3476450.32,2286136.637
Colombia,2009,45802561,482493.6834,175906.78,30815.339
Comoros,2009,666097,997.460669,404.8041144,
Congo,2009,3995146,20920.06053,7220.733129,1415.976
"Congo, Dem. Republic",2009,60486276,24149.7621,8806.925113,22924.723
Cook Islands,2009,11870,,,
Costa Rica,2009,4601424,54591.96578,23836.83901,4560.99
Cote d'Ivoire,2009,18601342,51021.81275,17791.37526,9488.818
Croatia,2009,4429000,88898.90885,46938.85645,8722.114
Cuba,2009,11288826,201540.6818,54143.80024,12345.516
Cyprus,2009,1090553,26126.91583,18960.60956,2525.367
Czech Republic,2009,10443936,272098.3452,144887.0618,42043.715
Denmark,2009,5523095,227398.6748,253304.4518,18358.12
Djibouti,2009,821865,,,
Dominica,2009,70996,697.674864,455.0100701,
Dominican Republic,2009,9884265,96790.33624,44406.6037,6940.825
Ecuador,2009,14756424,131418.6303,47365.92085,12678.342
Egypt,2009,76775023,788639.6657,115111.761,71465.479
El Salvador,2009,6183484,44394.95297,18094.32495,4213.962
Equatorial Guinea,2009,676851,26096.53129,9886.512942,
Eritrea,2009,5557889,6085.507996,1033.949557,725.528
Estonia,2009,1338498,27537.31781,13546.67336,4749.141
Ethiopia,2009,84838032,82143.31922,18127.71731,32378.342
Fiji,2009,852479,6331.828428,3028.700115,
Finland,2009,5338871,195902.5804,197511.7505,33259.091
France,2009,64702921,2283135.634,2167069.258,253469.009
Gabon,2009,1519155,24347.13069,9076.471967,1925.39
Gambia,2009,1628332,2611.824377,736.2272035,
Georgia,2009,4410900,24943.36948,7756.32965,3095.523
Germany,2009,81902307,3118825.041,2840389.395,313248.963
Ghana,2009,23691533,68852.88109,13707.27882,9320.17
Greece,2009,11282760,340688.2047,253482.5469,29435.835
Grenada,2009,104296,1224.232411,672.9835221,
Guatemala,2009,13988988,95486.72215,31648.60545,9317.885
Guinea,2009,10593248,12648.07844,3205.542973,
Guinea-Bissau,2009,1550905,1946.87774,665.0559637,
Guyana,2009,781055,4174.305678,880.4200347,
Haiti,2009,9765153,15599.03231,4554.347001,2732.451
Honduras,2009,7469844,31372.41423,11130.849,4452.916
Hungary,2009,10022650,217244.1511,107907.302,24859.491
Iceland,2009,318499,12383.3907,17088.55195,5384.195
India,2009,1190138069,5071446.654,1127948.409,698359.686
Indonesia,2009,237486894,1819450.514,355757.0935,199781.517
Iran,2009,73542954,1104373.151,229202.3526,213422.801
Iraq,2009,30163199,369786.9319,62929.26057,32846.456
Ireland,2009,4535375,194449.712,205491.6719,14364.052
Israel,2009,7485600,211959.6493,159950.3568,21462.681
Italy,2009,60192698,2012246.856,1734003.901,164858.378
Jamaica,2009,2681386,22861.75978,,3021.804
Japan,2009,127557958,4209064.25,4441841.731,472173.785
Jordan,2009,5915000,66504.52245,16646.64108,7457.751
Kazakhstan,2009,16092701,298155.3913,71990.04573,63416.916
Kenya,2009,39824734,78860.67221,22234.97783,18896.663
Kiribati,2009,96272,169.8834419,111.238099,
Korea (North),2009,24371865,,,19357.504
Korea (South),2009,49182038,1311136.13,958506.1584,229178.008
Kuwait,2009,2850102,248314.5336,87685.57378,30814.523
Kyrgyzstan,2009,5383300,15272.59121,3070.285211,2484.284
Laos,2009,6267968,22987.90771,3705.832035,
Latvia,2009,2141669,39194.89321,15556.07826,4402.896
Lebanon,2009,4246924,65367.04564,28029.61114,6651.932
Lesotho,2009,1989873,4175.826767,1637.442782,
Liberia,2009,3821440,2456.395577,865.5434889,
Libya,2009,5964325,,52345.28846,20285.923
Lithuania,2009,3162916,63181.04283,26987.91115,8765.519
Luxembourg,2009,497783,43833.77027,39471.96936,3955.629
"Macedonia, FYR",2009,2100558,23359.19415,6939.393955,2810.783
Madagascar,2009,20495695,29093.82585,5774.052218,
Malawi,2009,14573338,12220.3885,3636.795274,
